epoch,train_loss,val_loss,val_roc_auc_score
1,1.3395451917423038,0.5415490865707397,0.8383749599212799
2,1.2621118538961635,0.5391619205474854,0.8427311021924441
3,1.2357669902129436,0.4843234717845917,0.8446161840635953
4,1.2706569707769109,0.49022746086120605,0.8472199188475018
5,1.2446787232958425,0.489897221326828,0.8494753833736884
6,1.2074012559229934,0.5109805464744568,0.8562804736475506
7,1.1806228691198695,0.4647832214832306,0.8582097803133327
8,1.182205320108594,0.4621112048625946,0.8486903932689863
9,1.1692964120174016,0.4490438401699066,0.8534445586918306
10,1.1744734504091459,0.49334466457366943,0.8533782214998838
11,1.153558155213754,0.4812323749065399,0.8499342156179862
12,1.1630122710870008,0.45648646354675293,0.8505312503455063
13,1.1427273297403742,0.4938420057296753,0.8449755105199731
14,1.1312112240340766,0.4386180639266968,0.8489446858381151
15,1.114650202079082,0.45058804750442505,0.8484803254944886
16,1.1260960076268263,0.4462432861328125,0.849796013134764
17,1.1155116074667202,0.47856825590133667,0.8467279180072307
