epoch,train_loss,val_loss,val_roc_auc_score
1,0.558463248089957,0.414577841758728,0.8340269186068309
2,0.48155220093173395,0.4676707684993744,0.8513478048963371
3,0.45919612882347804,0.5420523881912231,0.8653444806858372
4,0.4422644024961512,0.41816461086273193,0.8579774803484173
5,0.4292016085273016,0.47071167826652527,0.8681250702958048
6,0.4150644086029617,0.3989025056362152,0.8647071320561367
7,0.39987459890329907,0.37560591101646423,0.869680950774191
8,0.39059758057635485,0.47114065289497375,0.863188742673615
9,0.3724908668211806,0.45382925868034363,0.8621952286331995
10,0.35808579692341774,0.44459429383277893,0.8586710656219149
11,0.3401633440132562,0.4093449115753174,0.8613266849123333
12,0.3203228963771388,0.33774927258491516,0.8604268986115797
13,0.3027701256314074,0.39526113867759705,0.8585710893662754
14,0.28493531553106893,0.3444749116897583,0.8453179869780928
15,0.2697197419525108,0.3730393648147583,0.8518289406266011
16,0.2449817058278137,0.37402287125587463,0.8497481848061086
17,0.22625070053819502,0.4349547326564789,0.8434871717966983
