epoch,train_loss,val_loss,val_roc_auc_score
1,0.5675262804097208,0.4779920279979706,0.851283071854235
2,0.49028683687455554,0.5613663196563721,0.8606310878193858
3,0.4687911944511609,0.4275672435760498,0.8678176169469413
4,0.4548239750269602,0.4496994912624359,0.87439052704899
5,0.4353798114689144,0.3986508846282959,0.8767454973630966
6,0.4224206902512902,0.42545363306999207,0.8791889172664655
7,0.4044306953042687,0.4763936400413513,0.8708580715778302
8,0.3972112914984513,0.48713165521621704,0.8720023881389101
9,0.37418572287235036,0.37663426995277405,0.8709796897630656
10,0.3602984260466442,0.4528470039367676,0.8684478202704347
11,0.3437489270282215,0.41436275839805603,0.8708249029818568
12,0.3214590748151143,0.4041457772254944,0.8670160425442525
13,0.2987339531146798,0.39446383714675903,0.8564407885280881
14,0.2779674681539131,0.47270095348358154,0.8469214014837418
15,0.26179617421455403,0.5410138368606567,0.848800955255564
16,0.23708497342346804,0.444071888923645,0.8570378232556082
