epoch,train_loss,val_loss,val_roc_auc_score
1,1.3408421034906424,0.4773324429988861,0.815421482616163
2,1.252502616480285,0.54271399974823,0.8111161398133965
3,1.2261492023281022,0.5145441293716431,0.8180673536647635
4,1.216496684738234,0.5413380861282349,0.8184561110337465
5,1.226500881653206,0.48851490020751953,0.8226396045119064
6,1.1971733427515217,0.46710968017578125,0.8254537436754398
7,1.192479647842108,0.49985939264297485,0.8281518358631574
8,1.2148707499691085,0.5134895443916321,0.8257496634637701
9,1.1716839696846757,0.5019922852516174,0.8252332544213898
10,1.2100050545206258,0.4877248704433441,0.8290628046233116
11,1.1616026333734102,0.49537864327430725,0.8257728728589333
12,1.1422549331889433,0.507888913154602,0.8253144873044608
13,1.136215037691827,0.5337759852409363,0.8194425103281809
14,1.1393048803011576,0.49634435772895813,0.8248212876572436
15,1.1855368677307578,0.4989371597766876,0.8301014250568631
16,1.1139654138508965,0.5172043442726135,0.819715220721348
17,1.148449770375794,0.5121178030967712,0.8250069628185489
18,1.1099599094951853,0.49584120512008667,0.8162686255396184
19,1.1165700804953482,0.5374014973640442,0.8178990855498305
20,1.1009935192033355,0.44466426968574524,0.8271306224759782
21,1.084692412030463,0.49475449323654175,0.8243222856612357
22,1.0889188661294824,0.5600633025169373,0.8205565612960126
23,1.125850788051007,0.5226117372512817,0.8232430487861485
24,1.1376392310740902,0.5455834269523621,0.8252738708629255
25,1.069684207205679,0.5146453976631165,0.8281286264679942
