epoch,train_loss,val_loss,val_roc_auc_score
1,1.3795389648940828,0.4851614832878113,0.7912112815335963
2,1.2935588894382355,0.46128910779953003,0.8138423345934754
3,1.3023983949706668,0.44226446747779846,0.8227320017717529
4,1.2578511588157169,0.4273228049278259,0.8268884104698235
5,1.2434708674748738,0.42465004324913025,0.8270377733598409
6,1.256365491047738,0.42192989587783813,0.8280730127009962
7,1.2239810753436315,0.42544034123420715,0.8393318843416187
8,1.2203839423637541,0.4147671163082123,0.8441990543783928
9,1.2074740207384502,0.4290419816970825,0.8356544669805004
10,1.20043078750845,0.3965791165828705,0.8394194418978358
11,1.244364032669673,0.37981361150741577,0.8408358141307595
12,1.1907131205948571,0.3847447335720062,0.8349179534193801
13,1.2142757846722527,0.41624119877815247,0.8471399581783908
14,1.204608090340145,0.4078677296638489,0.8405422387952081
15,1.148334343755056,0.37114161252975464,0.8390898134509008
16,1.1634255867628824,0.38449397683143616,0.8333007138516054
17,1.1439380042609715,0.3622562289237976,0.8361489096509029
18,1.1378592016204956,0.3888648450374603,0.836437334541971
19,1.2007155146390673,0.371543824672699,0.8312971909475787
20,1.1299263454145856,0.3735213577747345,0.8295769424901369
21,1.117774787166762,0.3666865825653076,0.8247097724533627
22,1.1392040574361408,0.3762696087360382,0.8206203195335758
23,1.1131100075112448,0.4088006019592285,0.826594835134272
